ensembl_gene_id	chromosome_name	mgi_symbol	description	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000036528	7	Ppfibp2	PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:MGI Symbol;Acc:MGI:894649]	0.0110513072623726	2.87024052296203	0.0016565423345436	0.967534549041397	0.989604639494011
ENSMUSG00000097785	19	B230217O12Rik	RIKEN cDNA B230217O12 gene [Source:MGI Symbol;Acc:MGI:2444948]	0.0261261682519813	0.795740690025614	0.00164929257895174	0.967605629330114	0.989604639494011
ENSMUSG00000005952	11	Trpv1	transient receptor potential cation channel, subfamily V, member 1 [Source:MGI Symbol;Acc:MGI:1341787]	-0.0258395328986685	0.407206310280223	0.00164738236219986	0.967624384099825	0.989604639494011
ENSMUSG00000006273	8	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2 [Source:MGI Symbol;Acc:MGI:109618]	-0.00483985798962742	6.83288139126548	0.00163583509469767	0.967737989419397	0.989648772377277
ENSMUSG00000079450	X	Cldn34c1	claudin 34C1 [Source:MGI Symbol;Acc:MGI:1920311]	-0.0121803177266506	2.88892500593433	0.00162449775773155	0.967849920789408	0.989691187109909
ENSMUSG00000027709	3	Mccc1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) [Source:MGI Symbol;Acc:MGI:1919289]	-0.0291104453675129	0.322152241012995	0.00157678303781239	0.968325343646084	0.990105262934673
ENSMUSG00000056749	13	Nfil3	nuclear factor, interleukin 3, regulated [Source:MGI Symbol;Acc:MGI:109495]	0.00992137061375462	3.32534949840017	0.00155420506233517	0.968552817892719	0.990182302823831
ENSMUSG00000047767	7	Atg16l2	autophagy related 16-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1920933]	-0.0106433369674704	3.55050367838081	0.00154636700355759	0.968632173271965	0.990182302823831
ENSMUSG00000087128	4	Gm12655	predicted gene 12655 [Source:MGI Symbol;Acc:MGI:3651648]	-0.0227634020925718	0.662822945283722	0.00154125262751714	0.968684061726874	0.990182302823831
ENSMUSG00000028420	4	Tmem38b	transmembrane protein 38B [Source:MGI Symbol;Acc:MGI:1098718]	0.0049385872093155	5.69707080671629	0.00153405804319506	0.96875720134237	0.990182302823831
ENSMUSG00000029062	4	Cdk11b	cyclin-dependent kinase 11B [Source:MGI Symbol;Acc:MGI:88353]	0.00538667442591664	5.7588771725957	0.00150527925408195	0.969051496428763	0.990182302823831
ENSMUSG00000062785	7	Kcnc3	potassium voltage gated channel, Shaw-related subfamily, member 3 [Source:MGI Symbol;Acc:MGI:96669]	-0.0196440584727923	1.6735397216952	0.00150367987390343	0.969067934162848	0.990182302823831
ENSMUSG00000049288	3	Lix1l	Lix1-like [Source:MGI Symbol;Acc:MGI:3036267]	0.0184410982583819	1.74355634141981	0.00150109441773072	0.969094524884106	0.990182302823831
ENSMUSG00000100078	1	Gm6170	predicted gene 6170 [Source:MGI Symbol;Acc:MGI:3643368]	0.0219572740413157	1.25914533690299	0.00150063975352044	0.969099203353691	0.990182302823831
ENSMUSG00000039879	10	Heca	hdc homolog, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2685715]	0.00821529292529457	4.01293903874908	0.00149731560008082	0.969133430296826	0.990182302823831
ENSMUSG00000015461	17	Atf6b	activating transcription factor 6 beta [Source:MGI Symbol;Acc:MGI:105121]	-0.00544638146108276	6.12289430834267	0.00148782029878092	0.969231408213998	0.990182302823831
ENSMUSG00000039187	7	Fanci	Fanconi anemia, complementation group I [Source:MGI Symbol;Acc:MGI:2384790]	0.0164279584488679	2.32296201525128	0.00148325194014998	0.969278658690924	0.990182302823831
ENSMUSG00000062202	17	Btbd9	BTB (POZ) domain containing 9 [Source:MGI Symbol;Acc:MGI:1916625]	0.00663087626678629	4.77876478242916	0.00147831270365018	0.969329827213816	0.990182302823831
ENSMUSG00000042787	9	Exog	endo/exonuclease (5'-3'), endonuclease G-like [Source:MGI Symbol;Acc:MGI:2143333]	0.00998315560515036	3.57990601497605	0.00146689588270732	0.969448429556934	0.990182302823831
ENSMUSG00000038521	6	C1s1	complement component 1, s subcomponent 1 [Source:MGI Symbol;Acc:MGI:1355312]	0.0102230030406933	5.74057205848155	0.00146609209408766	0.969456797010948	0.990182302823831
ENSMUSG00000024246	17	Thumpd2	THUMP domain containing 2 [Source:MGI Symbol;Acc:MGI:1919417]	-0.00969428547428268	3.0126518730552	0.00146597186973652	0.969458048746078	0.990182302823831
ENSMUSG00000068284	16	Usf3	upstream transcription factor family member 3 [Source:MGI Symbol;Acc:MGI:2685454]	-0.00578415188557085	5.12525148440743	0.00145188903004634	0.969605031868878	0.990226653596621
ENSMUSG00000022982	16	Sod1	superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]	-0.00597580836637578	7.5889020481865	0.00143729385092684	0.969758117586401	0.990226653596621
ENSMUSG00000030894	7	Tpp1	tripeptidyl peptidase I [Source:MGI Symbol;Acc:MGI:1336194]	-0.00450249085264372	7.13220002704577	0.00143610730406429	0.969770597163304	0.990226653596621
ENSMUSG00000035161	14	Ints6	integrator complex subunit 6 [Source:MGI Symbol;Acc:MGI:1202397]	-0.00703170771226783	4.44207879712738	0.00143488610980214	0.969783446538672	0.990226653596621
ENSMUSG00000029814	6	Igf2bp3	insulin-like growth factor 2 mRNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1890359]	0.0145322740966471	3.64765111145515	0.00139350113522951	0.970222182130656	0.990227142508504
ENSMUSG00000097217	17	Gm26549	predicted gene, 26549 [Source:MGI Symbol;Acc:MGI:5477043]	0.0147773581853076	1.52310509285022	0.00138930261274628	0.970267054421471	0.990227142508504
ENSMUSG00000039183	17	Nubp2	nucleotide binding protein 2 [Source:MGI Symbol;Acc:MGI:1347072]	-0.00534923269205437	5.14336058518459	0.00138870291746152	0.97027346928659	0.990227142508504
ENSMUSG00000035248	13	Zcchc6	zinc finger, CCHC domain containing 6 [Source:MGI Symbol;Acc:MGI:2387179]	0.00552735101234511	5.65882938199996	0.00138726565002267	0.970288849203738	0.990227142508504
ENSMUSG00000058886	7	Deaf1	deformed epidermal autoregulatory factor 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1858496]	-0.0045588569536493	5.92870577619219	0.00138547567817504	0.970308014501118	0.990227142508504
ENSMUSG00000038990	2	Cables2	CDK5 and Abl enzyme substrate 2 [Source:MGI Symbol;Acc:MGI:2182335]	0.00717263540606639	4.29003415336807	0.00138001739281668	0.970366533240937	0.990227142508504
ENSMUSG00000021262	12	Evl	Ena-vasodilator stimulated phosphoprotein [Source:MGI Symbol;Acc:MGI:1194884]	-0.00576177088724469	5.89940949368988	0.00137418102303855	0.970429233807077	0.990227142508504
ENSMUSG00000091144	14	Phf11c	PHD finger protein 11C [Source:MGI Symbol;Acc:MGI:3648476]	-0.0145928691593534	1.57678206072734	0.00137040791859278	0.970469839539567	0.990227142508504
ENSMUSG00000042992	6	Borcs5	BLOC-1 related complex subunit 5 [Source:MGI Symbol;Acc:MGI:1915024]	0.00491505577844465	5.90108075224919	0.0013562741812283	0.970622445058921	0.990227142508504
ENSMUSG00000024660	19	Incenp	inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288]	-0.00823812779235317	5.49056370649941	0.00135354418989664	0.970652013067851	0.990227142508504
ENSMUSG00000024081	17	Cebpz	CCAAT/enhancer binding protein zeta [Source:MGI Symbol;Acc:MGI:109386]	0.0066417671207632	5.58347788069767	0.00134467255904447	0.970748306738395	0.990227142508504
ENSMUSG00000063480	15	Nhp2l1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:893586]	-0.00431361981402484	6.67015287771576	0.00133855593504384	0.970814882627349	0.990227142508504
ENSMUSG00000040857	7	Erf	Ets2 repressor factor [Source:MGI Symbol;Acc:MGI:109637]	-0.00541516459208461	6.06666386954759	0.00133338018583018	0.970871336710039	0.990227142508504
ENSMUSG00000097318	16	1700007L15Rik	RIKEN cDNA 1700007L15 gene [Source:MGI Symbol;Acc:MGI:1916581]	0.013642554700372	1.76402226131953	0.0013319783927106	0.970886645532728	0.990227142508504
ENSMUSG00000031986	8	Sprtn	SprT-like N-terminal domain [Source:MGI Symbol;Acc:MGI:2685351]	0.0154360372072696	2.86349118547092	0.00133043688106405	0.970903489520833	0.990227142508504
ENSMUSG00000102869	2	2900097C17Rik	RIKEN cDNA 2900097C17 gene [Source:MGI Symbol;Acc:MGI:1914767]	0.0142040456703732	2.83766758746747	0.00132967419110575	0.970911826992925	0.990227142508504
ENSMUSG00000034940	11	Synrg	synergin, gamma [Source:MGI Symbol;Acc:MGI:1354742]	-0.00594848033490026	5.34744341579665	0.00131261974921593	0.971098889775844	0.990273281151184
ENSMUSG00000038552	5	Fndc4	fibronectin type III domain containing 4 [Source:MGI Symbol;Acc:MGI:1917195]	-0.00535229864990638	5.24298223309865	0.00130748210553122	0.97115548055746	0.990273281151184
ENSMUSG00000020840	11	Blmh	bleomycin hydrolase [Source:MGI Symbol;Acc:MGI:1345186]	0.00463163663590349	6.83898842694184	0.00130348554502291	0.971199579416768	0.990273281151184
ENSMUSG00000036333	12	Kidins220	kinase D-interacting substrate 220 [Source:MGI Symbol;Acc:MGI:1924730]	-0.00484648496140001	6.0726300138814	0.00128893815724851	0.971360672661643	0.990273281151184
ENSMUSG00000026342	1	Slc35f5	solute carrier family 35, member F5 [Source:MGI Symbol;Acc:MGI:1921400]	-0.00605332577587301	5.26686969528264	0.00128723514830931	0.971379590642108	0.990273281151184
ENSMUSG00000040102	6	Klhl42	kelch-like 42 [Source:MGI Symbol;Acc:MGI:2444786]	0.00536155253739425	4.98235759197026	0.00127673038169807	0.971496561564203	0.990273281151184
ENSMUSG00000026511	1	Srp9	signal recognition particle 9 [Source:MGI Symbol;Acc:MGI:1350930]	-0.00453034677506858	6.6585953457783	0.0012706327899723	0.971564679535896	0.990273281151184
ENSMUSG00000024843	19	Chka	choline kinase alpha [Source:MGI Symbol;Acc:MGI:107760]	-0.0059509925467144	4.93560317652157	0.00126878605514635	0.971585342220594	0.990273281151184
ENSMUSG00000029304	5	Spp1	secreted phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:98389]	0.0123982879012372	4.3736552350866	0.00126621467647858	0.971614137870015	0.990273281151184
ENSMUSG00000027379	2	Bub1	BUB1, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1100510]	0.0086955126659041	4.74871770340509	0.00126194318809603	0.971662037026182	0.990273281151184
ENSMUSG00000037151	10	Lrrc20	leucine rich repeat containing 20 [Source:MGI Symbol;Acc:MGI:2387182]	0.00961409976859559	3.83751808922199	0.00125158044175677	0.971778580099398	0.990320205648306
ENSMUSG00000035284	9	Vps13c	vacuolar protein sorting 13C [Source:MGI Symbol;Acc:MGI:2444207]	0.0124199880136612	3.01990096744447	0.00123913598491754	0.97191917507385	0.990391632373041
ENSMUSG00000046572	5	Zfp518b	zinc finger protein 518B [Source:MGI Symbol;Acc:MGI:2140750]	0.00599986104688545	4.45754676036054	0.00122811139193768	0.972044320357536	0.990447306547389
ENSMUSG00000028833	4	Ncdn	neurochondrin [Source:MGI Symbol;Acc:MGI:1347351]	0.0060242885340648	4.81168808783047	0.00121847749135995	0.97215414048213	0.990487358479182
ENSMUSG00000038902	3	Pogz	pogo transposable element with ZNF domain [Source:MGI Symbol;Acc:MGI:2442117]	-0.00497330353820944	5.60263649105863	0.00120670558057956	0.972288924292779	0.990552837216468
ENSMUSG00000053510	4	Nrd1	nardilysin, N-arginine dibasic convertase, NRD convertase 1 [Source:MGI Symbol;Acc:MGI:1201386]	0.00404759933149452	7.02560718084103	0.00119774173968645	0.972391998799537	0.990586003853586
ENSMUSG00000025135	11	Anapc11	anaphase promoting complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913406]	0.0047076224219393	6.46184051447687	0.00117632448686855	0.972639848884904	0.990683342380412
ENSMUSG00000043061	12	Tmem18	transmembrane protein 18 [Source:MGI Symbol;Acc:MGI:2387176]	-0.00481005704461586	5.271770311641	0.00117206106293244	0.972689456013487	0.990683342380412
ENSMUSG00000029053	4	Prkcz	protein kinase C, zeta [Source:MGI Symbol;Acc:MGI:97602]	-0.0140361126861626	1.6139333867386	0.0011675782606857	0.972741713241018	0.990683342380412
ENSMUSG00000046010	11	Zfp830	zinc finger protein 830 [Source:MGI Symbol;Acc:MGI:1914233]	0.00659444350970413	3.91058410117851	0.00116518486425843	0.972769654833987	0.990683342380412
ENSMUSG00000005371	17	Fbxo11	F-box protein 11 [Source:MGI Symbol;Acc:MGI:2147134]	-0.0040523037722326	6.69252417740694	0.00112225718181236	0.973275780355052	0.991126931031421
ENSMUSG00000027500	3	Stmn2	stathmin-like 2 [Source:MGI Symbol;Acc:MGI:98241]	-0.00797398731743609	3.85920030174086	0.00110059356984316	0.97353487867513	0.991287779285127
ENSMUSG00000040354	10	Mars	methionine-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1345633]	0.00408420924284698	6.04694915825915	0.00109336835078189	0.973621859580269	0.991287779285127
ENSMUSG00000090206	8	Tepp	testis, prostate and placenta expressed [Source:MGI Symbol;Acc:MGI:1920657]	0.00818217328183364	3.74937284126327	0.00108885943619175	0.973676286070767	0.991287779285127
ENSMUSG00000009549	2	Srp14	signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169]	-0.0049011778388665	7.39490706483887	0.00108557451167712	0.973716009010905	0.991287779285127
ENSMUSG00000055436	3	Srsf11	serine/arginine-rich splicing factor 11 [Source:MGI Symbol;Acc:MGI:1916457]	0.00426287050928954	7.12363881002578	0.00107118658590899	0.973890708036161	0.991296029895824
ENSMUSG00000050103	12	Agmo	alkylglycerol monooxygenase [Source:MGI Symbol;Acc:MGI:2442495]	0.00725426553281743	4.03722441652789	0.001070549964167	0.973898464985853	0.991296029895824
ENSMUSG00000020184	10	Mdm2	transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]	-0.00523347488632125	5.84575935160289	0.0010626587415361	0.973994808352702	0.991296029895824
ENSMUSG00000029623	5	Pdap1	PDGFA associated protein 1 [Source:MGI Symbol;Acc:MGI:2448536]	-0.00598733949330071	6.40226712930043	0.00105339804365912	0.974108329406282	0.991296029895824
ENSMUSG00000026571	1	Dcaf6	DDB1 and CUL4 associated factor 6 [Source:MGI Symbol;Acc:MGI:1921356]	0.0048467021724993	5.59101270462594	0.00105116512834869	0.974135775964576	0.991296029895824
ENSMUSG00000000579	17	Dynlt1c	dynein light chain Tctex-type 1C [Source:MGI Symbol;Acc:MGI:3807476]	0.00912416419347756	3.68713644368985	0.00105020935637334	0.974147533044917	0.991296029895824
ENSMUSG00000032410	9	Xrn1	5'-3' exoribonuclease 1 [Source:MGI Symbol;Acc:MGI:891964]	-0.00495134496524447	5.14978938361249	0.00101612741329271	0.974570337241414	0.9916423923531
ENSMUSG00000026608	1	Kctd3	potassium channel tetramerisation domain containing 3 [Source:MGI Symbol;Acc:MGI:2444629]	0.00428342972710225	5.63191259662457	0.00101143569284812	0.974629092961266	0.9916423923531
ENSMUSG00000028799	4	Zfp362	zinc finger protein 362 [Source:MGI Symbol;Acc:MGI:2652839]	-0.00388639231210861	6.33025285301039	0.000988967357429038	0.974912380108322	0.991858782022279
ENSMUSG00000020086	10	H2afy2	H2A histone family, member Y2 [Source:MGI Symbol;Acc:MGI:3037658]	0.00576033721276433	4.61914131115256	0.000966268762043754	0.975201860716074	0.992081441010913
ENSMUSG00000044583	X	Tlr7	toll-like receptor 7 [Source:MGI Symbol;Acc:MGI:2176882]	0.00965620293191075	2.64229051300605	0.000957039988307873	0.975320529635684	0.992130312100258
ENSMUSG00000001962	X	Fam50a	family with sequence similarity 50, member A [Source:MGI Symbol;Acc:MGI:1351626]	-0.00394770869289274	5.6399062587896	0.000930952163009646	0.975659115041807	0.992380060124028
ENSMUSG00000031783	8	Polr2c	polymerase (RNA) II (DNA directed) polypeptide C [Source:MGI Symbol;Acc:MGI:109299]	-0.00408717192133154	5.49113976776405	0.000923453252265283	0.975757317069088	0.992380060124028
ENSMUSG00000046169	13	Adamts6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 [Source:MGI Symbol;Acc:MGI:1347348]	0.0124649451590352	1.52412543376839	0.000921054682292866	0.975788811735969	0.992380060124028
ENSMUSG00000002625	17	Akap8l	A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]	-0.00601203467948004	5.13286999923804	0.000916507289691282	0.975848634619008	0.992380060124028
ENSMUSG00000010110	19	Stx5a	syntaxin 5A [Source:MGI Symbol;Acc:MGI:1928483]	0.0037083196768417	6.72201218478301	0.00090103845113898	0.976053253965361	0.99245818718715
ENSMUSG00000026135	1	Zfp142	zinc finger protein 142 [Source:MGI Symbol;Acc:MGI:1924514]	-0.00846041867603895	3.75177101170084	0.000900021637033177	0.976066765572043	0.99245818718715
ENSMUSG00000025591	8	Tma16	translation machinery associated 16 [Source:MGI Symbol;Acc:MGI:1913532]	0.00837214559680448	3.57151934709976	0.000887548749638256	0.976233133286808	0.992555502553546
ENSMUSG00000026927	2	Sdccag3	serologically defined colon cancer antigen 3 [Source:MGI Symbol;Acc:MGI:1915362]	-0.0184658376267526	1.04319007953637	0.000878143547266674	0.976359358330814	0.992611992941517
ENSMUSG00000040472	14	Rabggta	Rab geranylgeranyl transferase, a subunit [Source:MGI Symbol;Acc:MGI:1860443]	0.0048368124785651	4.62023522329879	0.000869722882123614	0.976472945383075	0.992641850675188
ENSMUSG00000032582	9	Rbm6	RNA binding motif protein 6 [Source:MGI Symbol;Acc:MGI:1338037]	0.00414333778827582	6.00983552913681	0.000865504183392929	0.976530058694413	0.992641850675188
ENSMUSG00000020224	10	Llph	LLP homolog, long-term synaptic facilitation (Aplysia) [Source:MGI Symbol;Acc:MGI:1913475]	-0.00741012704404441	4.39222638265196	0.000851418784130864	0.97672176485251	0.992659003747558
ENSMUSG00000034825	7	Nrip3	nuclear receptor interacting protein 3 [Source:MGI Symbol;Acc:MGI:1925843]	0.0236269349625354	0.189728773802575	0.000847956661749194	0.976769127778879	0.992659003747558
ENSMUSG00000025195	19	Dnmbp	dynamin binding protein [Source:MGI Symbol;Acc:MGI:1917352]	-0.00716647621882629	3.9267854616289	0.000847231707303386	0.97677905763044	0.992659003747558
ENSMUSG00000049775	X	Tmsb4x	thymosin, beta 4, X chromosome [Source:MGI Symbol;Acc:MGI:99510]	-0.00634048792027452	10.542241688109	0.000843546449004862	0.976829601253114	0.992659003747558
ENSMUSG00000022895	16	Ets2	E26 avian leukemia oncogene 2, 3' domain [Source:MGI Symbol;Acc:MGI:95456]	0.00384289805187739	5.60362242672858	0.000837618415699737	0.976911137119696	0.992670047968776
ENSMUSG00000029440	5	Psmd9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9 [Source:MGI Symbol;Acc:MGI:1914401]	0.00379644668732874	5.72699789212118	0.000831351650577128	0.976997646612803	0.992686144084632
ENSMUSG00000063594	7	Gng8	guanine nucleotide binding protein (G protein), gamma 8 [Source:MGI Symbol;Acc:MGI:109163]	-0.0136585545470402	1.01946721636417	0.000799984033254209	0.977435650426006	0.992877442055393
ENSMUSG00000014075	16	Tctex1d2	Tctex1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1913311]	-0.00759585689759347	3.57566932923441	0.00079194410233896	0.977549293819964	0.992877442055393
ENSMUSG00000047731	19	Wbp1l	WW domain binding protein 1 like [Source:MGI Symbol;Acc:MGI:107577]	-0.00344832125536391	6.45291742809649	0.000791053651167495	0.977561915674461	0.992877442055393
ENSMUSG00000025134	11	Alyref	Aly/REF export factor [Source:MGI Symbol;Acc:MGI:1341044]	-0.00442030923107176	6.3092553770571	0.000788603673868238	0.977596680039593	0.992877442055393
ENSMUSG00000030254	6	Rad18	RAD18 E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1890476]	0.0068506862512166	3.8563950574808	0.000785373532327327	0.97764259738089	0.992877442055393
ENSMUSG00000097806	13	Gm6556	predicted gene 6556 [Source:MGI Symbol;Acc:MGI:3647197]	-0.0175988151334371	0.405627222381955	0.000783491189066066	0.977669398990653	0.992877442055393
ENSMUSG00000050069	1	Grem2	gremlin 2, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344367]	-0.0135372803111338	1.48829598801396	0.000782686051271853	0.977680872725035	0.992877442055393
ENSMUSG00000004837	11	Grap	GRB2-related adaptor protein [Source:MGI Symbol;Acc:MGI:1918770]	-0.00736977210704129	3.40113520640274	0.000775650263534544	0.977781389630464	0.992877442055393
ENSMUSG00000026987	2	Baz2b	bromodomain adjacent to zinc finger domain, 2B [Source:MGI Symbol;Acc:MGI:2442782]	0.00394487989416645	5.20621791336128	0.00077281225074799	0.977822064027501	0.992877442055393
ENSMUSG00000031754	8	Nudt21	nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:MGI Symbol;Acc:MGI:1915469]	0.00374191580321699	5.6186723226093	0.0007577583268219	0.978039077739322	0.992964869982806
ENSMUSG00000049804	X	Armcx4	armadillo repeat containing, X-linked 4 [Source:MGI Symbol;Acc:MGI:2147887]	-0.00370682997162559	5.65962727506441	0.00075703606030153	0.978049543751841	0.992964869982806
ENSMUSG00000040007	2	Bahd1	bromo adjacent homology domain containing 1 [Source:MGI Symbol;Acc:MGI:2139371]	0.00526946387609984	4.36127647970671	0.000747722284434094	0.978184955445422	0.993000396111225
ENSMUSG00000030691	7	Fchsd2	FCH and double SH3 domains 2 [Source:MGI Symbol;Acc:MGI:2448475]	0.0107953465310399	2.26239169449863	0.000740769233940064	0.978286595956239	0.993000396111225
ENSMUSG00000060206	4	Zfp462	zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690]	-0.00428715565184829	4.92489744049766	0.000740085944163749	0.978296610079252	0.993000396111225
ENSMUSG00000040225	1	Prrc2c	proline-rich coiled-coil 2C [Source:MGI Symbol;Acc:MGI:1913754]	-0.00352180927376136	6.94668899358186	0.000724859608489226	0.978520975815569	0.993050042920378
ENSMUSG00000031796	8	Cfap20	cilia and flagella associated protein 20 [Source:MGI Symbol;Acc:MGI:107428]	-0.00333063178274167	6.57323033107588	0.000724852895611861	0.978521075249689	0.993050042920378
ENSMUSG00000061306	11	Slc38a10	solute carrier family 38, member 10 [Source:MGI Symbol;Acc:MGI:1919305]	0.00347889610392694	7.09532647696826	0.000715789587037108	0.978655747914998	0.993050042920378
ENSMUSG00000029599	5	Ddx54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 [Source:MGI Symbol;Acc:MGI:1919240]	0.00452754277697301	5.27595407514519	0.000712252597248941	0.97870853572401	0.993050042920378
ENSMUSG00000063785	X	Utp14a	UTP14A small subunit processome component [Source:MGI Symbol;Acc:MGI:1919804]	0.00622584643485182	3.85815232210915	0.000711484756659608	0.978720012677595	0.993050042920378
ENSMUSG00000041624	9	Gucy1a2	guanylate cyclase 1, soluble, alpha 2 [Source:MGI Symbol;Acc:MGI:2660877]	0.00839511202636	2.20275925930904	0.000708165940592087	0.978769690626656	0.993050042920378
ENSMUSG00000029094	5	Afap1	actin filament associated protein 1 [Source:MGI Symbol;Acc:MGI:1917542]	0.0036899050838511	5.69554758201249	0.000679748244224676	0.979199924606595	0.993351487254704
ENSMUSG00000004221	X	Ikbkg	inhibitor of kappaB kinase gamma [Source:MGI Symbol;Acc:MGI:1338074]	0.00373115386312347	5.19662126132402	0.00067734049307111	0.979236787155953	0.993351487254704
ENSMUSG00000040734	7	Ppp1r13l	protein phosphatase 1, regulatory (inhibitor) subunit 13 like [Source:MGI Symbol;Acc:MGI:3525053]	0.00738148600370479	2.52215315099638	0.000670190572190754	0.979346640208497	0.993351487254704
ENSMUSG00000039278	X	Pcsk1n	proprotein convertase subtilisin/kexin type 1 inhibitor [Source:MGI Symbol;Acc:MGI:1353431]	0.0114615190456162	1.48405175670449	0.000669994224322679	0.979349665194732	0.993351487254704
ENSMUSG00000023795	17	Pisd-ps2	phosphatidylserine decarboxylase, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3612472]	0.00852292827942688	3.0107882394627	0.000664760601911674	0.979430459846986	0.993361708987048
ENSMUSG00000036655	12	Colec11	collectin sub-family member 11 [Source:MGI Symbol;Acc:MGI:1918943]	-0.0179207150435822	0.4870254998656	0.000651297442172627	0.979639773392907	0.993502266756925
ENSMUSG00000053477	18	Tcf4	transcription factor 4 [Source:MGI Symbol;Acc:MGI:98506]	0.00465254586554696	6.69932957683379	0.000646609662901199	0.979713162263299	0.993504966092446
ENSMUSG00000034354	11	Mtmr3	myotubularin related protein 3 [Source:MGI Symbol;Acc:MGI:1921552]	-0.00353007900755458	6.17843163233528	0.000611064816865792	0.980278521406195	0.993961377657025
ENSMUSG00000036745	3	Ttll7	tubulin tyrosine ligase-like family, member 7 [Source:MGI Symbol;Acc:MGI:1918142]	-0.0103105938125423	1.5738141327952	0.000609439742509821	0.980304757319031	0.993961377657025
ENSMUSG00000030045	6	Mrpl19	mitochondrial ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:1926274]	-0.00458436459878358	4.50352020053357	0.000602153305176767	0.980422825352204	0.994009341589492
ENSMUSG00000032187	9	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:MGI Symbol;Acc:MGI:88192]	0.00309808957010122	7.03043915012807	0.000586437619300995	0.980679937528087	0.994198259415202
ENSMUSG00000007739	11	Cct4	chaperonin containing Tcp1, subunit 4 (delta) [Source:MGI Symbol;Acc:MGI:104689]	-0.00315399513324017	7.52787499465627	0.000569747262193943	0.980956799199507	0.994405591057002
ENSMUSG00000036112	10	Metap2	methionine aminopeptidase 2 [Source:MGI Symbol;Acc:MGI:1929701]	-0.00311182376149154	7.40613064231164	0.000565611266480914	0.981026032666614	0.994405591057002
ENSMUSG00000029587	5	Zfp12	zinc finger protein 12 [Source:MGI Symbol;Acc:MGI:99157]	0.0038784802472222	4.56976513492456	0.000560262796100552	0.981115938679249	0.994424965049961
ENSMUSG00000041064	9	Pif1	PIF1 5'-to-3' DNA helicase [Source:MGI Symbol;Acc:MGI:2143057]	0.00712399054862165	3.52147522135038	0.000552218407428029	0.981251974669408	0.994489448486093
ENSMUSG00000068876	3	Cgn	cingulin [Source:MGI Symbol;Acc:MGI:1927237]	-0.0150569138351549	0.48483670043898	0.000548149883067062	0.981321153660264	0.994489448486093
ENSMUSG00000027854	3	Sike1	suppressor of IKBKE 1 [Source:MGI Symbol;Acc:MGI:1913891]	-0.00296206577001953	6.997570824865	0.000530398464970716	0.981626038561977	0.994726660199112
ENSMUSG00000028729	4	Ebna1bp2	EBNA1 binding protein 2 [Source:MGI Symbol;Acc:MGI:1916322]	-0.00322793582726794	5.9794660733923	0.000525985698671683	0.981702617846163	0.994732501831137
ENSMUSG00000039529	18	Atp8b1	ATPase, class I, type 8B, member 1 [Source:MGI Symbol;Acc:MGI:1859665]	0.00411759362948831	4.17678771424904	0.000520297084839583	0.981801814034317	0.994761258059727
ENSMUSG00000097219	11	Gm26551	predicted gene, 26551 [Source:MGI Symbol;Acc:MGI:5477045]	-0.00735572560192526	2.53533206171186	0.00051316993464301	0.981926863845258	0.994786487286008
ENSMUSG00000093483	11	AA465934	expressed sequence AA465934 [Source:MGI Symbol;Acc:MGI:2671018]	-0.00669869886872318	2.54745448147539	0.00050919012794548	0.981997069957789	0.994786487286008
ENSMUSG00000035637	4	Grhpr	glyoxylate reductase/hydroxypyruvate reductase [Source:MGI Symbol;Acc:MGI:1923488]	-0.00518865490244685	4.22766997858321	0.000504133068989887	0.982086676644751	0.994786487286008
